CELL_LINE_NAME	DRUG_NAME	MAX_CONC	LN_IC50
Ca9-22	UMI-77	10	2.319671
CADO-ES1	UMI-77	10	1.272371
CAL-33	UMI-77	10	1.556987
CPC-N	UMI-77	10	3.093963
CTV-1	UMI-77	10	1.825689
DSH1	UMI-77	10	2.576865
EBC-1	UMI-77	10	1.680679
EC-GI-10	UMI-77	10	3.101935
EPLC-272H	UMI-77	10	2.289904
HO-1-u-1	UMI-77	10	0.784356
HSC-2	UMI-77	10	1.627134
IM-9	UMI-77	10	1.811634
IST-SL2	UMI-77	10	2.014495
J82	UMI-77	10	5.849895
KNS-62	UMI-77	10	1.894735
KP-4	UMI-77	10	2.038768
KYSE-140	UMI-77	10	0.794799
KYSE-410	UMI-77	10	2.68401
KYSE-520	UMI-77	10	3.312096
KYSE-70	UMI-77	10	2.521002
LB771-HNC	UMI-77	10	4.499178
LB831-BLC	UMI-77	10	2.344772
LB996-RCC	UMI-77	10	4.856467
LCLC-103H	UMI-77	10	2.619628
LU-165	UMI-77	10	2.114715
LXF-289	UMI-77	10	4.113039
MS-1	UMI-77	10	2.210768
NCI-H1563	UMI-77	10	5.280299
NCI-H835	UMI-77	10	1.480418
PC-14	UMI-77	10	3.844006
SBC-3	UMI-77	10	2.460524
SK-MM-2	UMI-77	10	4.579607
U-266	UMI-77	10	2.680711
BE2-M17	UMI-77	10	3.220257
KELLY	UMI-77	10	1.63347
SIMA	UMI-77	10	2.346804
TE-1	UMI-77	10	5.095177
TE-8	UMI-77	10	2.860116
CAPAN-1	UMI-77	10	4.711918
OVCAR-3	UMI-77	10	2.080824
PC-3	UMI-77	10	2.254496
DU-145	UMI-77	10	4.78194
HCT-116	UMI-77	10	2.906599
HCT-15	UMI-77	10	2.249575
HL-60	UMI-77	10	1.421208
HT-29	UMI-77	10	3.379557
K-562	UMI-77	10	2.531043
NCI-H226	UMI-77	10	7.734235
NCI-H23	UMI-77	10	1.942627
NCI-H522	UMI-77	10	3.310991
T47D	UMI-77	10	2.250459
MCF7	UMI-77	10	3.863279
786-0	UMI-77	10	4.081953
A498	UMI-77	10	5.544646
A549	UMI-77	10	2.09537
ACHN	UMI-77	10	4.788767
BT-549	UMI-77	10	1.852177
CCRF-CEM	UMI-77	10	2.229256
SK-MEL-2	UMI-77	10	2.102445
Hs-578-T	UMI-77	10	1.038586
MOLT-4	UMI-77	10	2.736144
SK-OV-3	UMI-77	10	4.523396
MDA-MB-231	UMI-77	10	2.117424
COLO-205	UMI-77	10	3.922864
SW620	UMI-77	10	3.011721
RPMI-8226	UMI-77	10	2.394621
SR	UMI-77	10	1.486886
NCI-H322M	UMI-77	10	5.656783
IGROV-1	UMI-77	10	3.4471
OVCAR-5	UMI-77	10	4.169284
HCC2998	UMI-77	10	3.502094
HOP-62	UMI-77	10	3.678
HOP-92	UMI-77	10	3.032517
LOXIMVI	UMI-77	10	1.643134
M14	UMI-77	10	2.429068
UACC-62	UMI-77	10	2.113952
UACC-257	UMI-77	10	2.587468
SN12C	UMI-77	10	3.354303
TK10	UMI-77	10	5.958693
U251	UMI-77	10	2.225322
SF539	UMI-77	10	1.704001
SF268	UMI-77	10	3.645094
KM12	UMI-77	10	2.997702
OVCAR-4	UMI-77	10	4.379161
OVCAR-8	UMI-77	10	3.115883
BxPC-3	UMI-77	10	4.718624
BHT-101	UMI-77	10	2.156483
Becker	UMI-77	10	4.380815
BE-13	UMI-77	10	0.854298
ARH-77	UMI-77	10	2.412318
AGS	UMI-77	10	1.98568
A2058	UMI-77	10	2.116413
A375	UMI-77	10	1.916096
A253	UMI-77	10	3.405453
8305C	UMI-77	10	2.730106
647-V	UMI-77	10	1.734072
639-V	UMI-77	10	4.595751
697	UMI-77	10	3.087104
BT-20	UMI-77	10	3.653571
A2780	UMI-77	10	1.592139
COR-L105	UMI-77	10	2.514235
COR-L88	UMI-77	10	2.14875
COLO-824	UMI-77	10	2.109483
COLO-792	UMI-77	10	1.52018
COLO-680N	UMI-77	10	4.633769
COLO-679	UMI-77	10	1.903823
CHP-212	UMI-77	10	4.516824
CFPAC-1	UMI-77	10	4.171922
Ca-Ski	UMI-77	10	2.592286
CAL-120	UMI-77	10	3.032351
CAL-72	UMI-77	10	2.605367
CAL-62	UMI-77	10	1.759235
C32	UMI-77	10	2.654371
Daudi	UMI-77	10	2.732658
DB	UMI-77	10	1.682799
Daoy	UMI-77	10	3.671198
D-283MED	UMI-77	10	2.320702
DBTRG-05MG	UMI-77	10	5.054418
DEL	UMI-77	10	2.485863
Detroit562	UMI-77	10	2.310223
DG-75	UMI-77	10	2.708052
DK-MG	UMI-77	10	2.081012
DoTc2-4510	UMI-77	10	1.567942
DU-4475	UMI-77	10	1.578696
EB2	UMI-77	10	2.074429
EB-3	UMI-77	10	2.414133
ECC10	UMI-77	10	1.648189
EFM-19	UMI-77	10	2.216107
EGI-1	UMI-77	10	1.761181
EM-2	UMI-77	10	2.002691
EoL-1-cell	UMI-77	10	1.634753
ETK-1	UMI-77	10	5.332467
EVSA-T	UMI-77	10	1.899158
FADU	UMI-77	10	2.433051
FTC-133	UMI-77	10	1.768989
G-361	UMI-77	10	1.868473
GAMG	UMI-77	10	4.573144
GCIY	UMI-77	10	3.916332
GDM-1	UMI-77	10	1.958975
GI-1	UMI-77	10	2.028693
GI-ME-N	UMI-77	10	3.593859
GOTO	UMI-77	10	3.04821
GR-ST	UMI-77	10	1.684801
GCT	UMI-77	10	4.642878
ESS-1	UMI-77	10	1.653367
H4	UMI-77	10	3.727231
H9	UMI-77	10	3.048524
HC-1	UMI-77	10	2.508989
HCC1419	UMI-77	10	3.010627
HCC1806	UMI-77	10	2.96668
HCC70	UMI-77	10	3.642343
HD-MY-Z	UMI-77	10	4.901295
HEC-1	UMI-77	10	5.480012
HGC-27	UMI-77	10	2.316682
HH	UMI-77	10	2.714434
HLE	UMI-77	10	2.061958
HMV-II	UMI-77	10	1.611962
HOS	UMI-77	10	0.70224
HSC-3	UMI-77	10	3.710171
HSC-4	UMI-77	10	1.662512
HT-1080	UMI-77	10	3.211156
HT-1197	UMI-77	10	1.85064
HT-1376	UMI-77	10	3.095639
HT-144	UMI-77	10	1.596251
HT-3	UMI-77	10	4.405233
HuCCT1	UMI-77	10	2.769366
HuH-7	UMI-77	10	4.705938
HuO9	UMI-77	10	1.986933
IGR-1	UMI-77	10	1.829136
IMR-5	UMI-77	10	2.622776
IST-MEL1	UMI-77	10	0.691191
IST-MES1	UMI-77	10	4.439983
JiyoyeP-2003	UMI-77	10	2.426821
JVM-2	UMI-77	10	1.598537
JVM-3	UMI-77	10	1.635198
KALS-1	UMI-77	10	5.222742
KARPAS-45	UMI-77	10	1.689404
KARPAS-299	UMI-77	10	1.481102
KARPAS-422	UMI-77	10	1.985061
KATOIII	UMI-77	10	4.340713
KE-37	UMI-77	10	1.376577
KG-1	UMI-77	10	3.023095
KINGS-1	UMI-77	10	3.760366
KMOE-2	UMI-77	10	1.342328
KMS-12-BM	UMI-77	10	2.008045
HuP-T3	UMI-77	10	4.398625
HuP-T4	UMI-77	10	4.29687
HT55	UMI-77	10	4.369885
H-EMC-SS	UMI-77	10	1.677364
GP5d	UMI-77	10	4.487708
DMS-53	UMI-77	10	2.33306
G-402	UMI-77	10	3.496791
G-401	UMI-77	10	2.65129
KY821	UMI-77	10	1.393682
KU812	UMI-77	10	3.702664
KU-19-19	UMI-77	10	1.942977
KS-1	UMI-77	10	5.163647
KP-N-YN	UMI-77	10	2.159234
KYSE-150	UMI-77	10	1.948879
KYSE-180	UMI-77	10	2.734048
KYSE-270	UMI-77	10	2.239992
KYSE-450	UMI-77	10	2.422835
L-428	UMI-77	10	1.661484
L-540	UMI-77	10	1.677342
LAMA-84	UMI-77	10	2.863025
LC4-1	UMI-77	10	2.344835
LNCaP-Clone-FGC	UMI-77	10	1.417979
LOUCY	UMI-77	10	2.174119
LoVo	UMI-77	10	5.604735
LS-123	UMI-77	10	2.711101
LS-411N	UMI-77	10	2.230998
LU-99A	UMI-77	10	3.036738
MDA-MB-175-VII	UMI-77	10	1.00048
MDA-MB-361	UMI-77	10	3.890014
MDA-MB-453	UMI-77	10	1.968796
MDA-MB-468	UMI-77	10	1.714907
MEL-JUSO	UMI-77	10	3.181466
MEG-01	UMI-77	10	2.975699
MES-SA	UMI-77	10	3.350052
Mewo	UMI-77	10	2.539936
MFE-280	UMI-77	10	4.42603
MFE-296	UMI-77	10	4.959165
MG-63	UMI-77	10	3.679704
MHH-CALL-2	UMI-77	10	1.266233
MHH-ES-1	UMI-77	10	2.50229
MHH-PREB-1	UMI-77	10	2.247927
MKN1	UMI-77	10	2.689976
MKN28	UMI-77	10	2.192245
ML-2	UMI-77	10	2.590269
MLMA	UMI-77	10	1.331944
MN-60	UMI-77	10	1.500635
MOG-G-CCM	UMI-77	10	1.857861
MOG-G-UVW	UMI-77	10	1.843003
MOLT-13	UMI-77	10	1.618098
MOLT-16	UMI-77	10	1.451634
MONO-MAC-6	UMI-77	10	1.582677
Mo-T	UMI-77	10	3.6087
MPP-89	UMI-77	10	3.513877
MRK-nu-1	UMI-77	10	1.77872
MSTO-211H	UMI-77	10	2.799726
MV-4-11	UMI-77	10	1.558828
NALM-6	UMI-77	10	3.716628
NAMALWA	UMI-77	10	2.776708
NB69	UMI-77	10	1.257577
NCCIT	UMI-77	10	2.166471
NCI-H520	UMI-77	10	3.280068
SNU-1	UMI-77	10	3.185611
SNU-5	UMI-77	10	3.056953
SNU-16	UMI-77	10	3.493507
NH-12	UMI-77	10	2.438396
NKM-1	UMI-77	10	1.593791
NOMO-1	UMI-77	10	4.853445
NTERA-2-cl-D1	UMI-77	10	1.969181
NUGC-3	UMI-77	10	2.257778
NCI-H747	UMI-77	10	2.145449
NCI-H716	UMI-77	10	5.113729
NCI-H596	UMI-77	10	3.629443
NCI-H441	UMI-77	10	6.64163
NCI-N87	UMI-77	10	2.619583
NCI-H2452	UMI-77	10	2.857796
NCI-H1793	UMI-77	10	4.34168
NCI-H358	UMI-77	10	2.159354
NCI-H1155	UMI-77	10	2.673988
NCI-H28	UMI-77	10	6.874586
NCI-H1581	UMI-77	10	1.515002
NCI-H1573	UMI-77	10	4.08214
NCI-H1666	UMI-77	10	4.351497
NCI-H1703	UMI-77	10	2.11936
NCI-H1755	UMI-77	10	1.739462
NCI-H1993	UMI-77	10	3.451567
NCI-H524	UMI-77	10	2.456146
ONS-76	UMI-77	10	2.753622
OPM-2	UMI-77	10	3.176706
OS-RC-2	UMI-77	10	4.050198
P12-ICHIKAWA	UMI-77	10	1.678041
P30-OHK	UMI-77	10	2.044015
P31-FUJ	UMI-77	10	4.982074
PA-1	UMI-77	10	2.46979
OCUB-M	UMI-77	10	0.613585
OC-314	UMI-77	10	2.075373
PF-382	UMI-77	10	2.16518
Raji	UMI-77	10	2.093481
RCM-1	UMI-77	10	1.572356
RD	UMI-77	10	4.960108
REH	UMI-77	10	2.642619
RF-48	UMI-77	10	1.903118
RKO	UMI-77	10	2.290747
RMG-I	UMI-77	10	5.168989
RPMI-6666	UMI-77	10	1.641955
RPMI-8402	UMI-77	10	2.266966
RS4-11	UMI-77	10	1.725856
RT-112	UMI-77	10	3.119916
Saos-2	UMI-77	10	3.3839
SAS	UMI-77	10	0.880295
SCC-9	UMI-77	10	3.504904
SH-4	UMI-77	10	1.881379
SJRH30	UMI-77	10	2.612752
SJSA-1	UMI-77	10	2.145576
SK-CO-1	UMI-77	10	3.429257
SK-HEP-1	UMI-77	10	3.375546
SK-LMS-1	UMI-77	10	3.686738
SK-LU-1	UMI-77	10	3.028998
SK-MEL-1	UMI-77	10	3.53352
SK-MEL-24	UMI-77	10	2.618513
SK-MES-1	UMI-77	10	2.419113
SK-MG-1	UMI-77	10	3.957095
SK-PN-DW	UMI-77	10	2.251671
SK-UT-1	UMI-77	10	2.448468
SNG-M	UMI-77	10	3.952712
SNU-387	UMI-77	10	3.656855
SNU-423	UMI-77	10	2.597008
SNU-449	UMI-77	10	3.327713
SNU-C2B	UMI-77	10	4.553543
SUP-T1	UMI-77	10	3.12677
SW13	UMI-77	10	1.433243
SW1088	UMI-77	10	1.798715
SW1116	UMI-77	10	2.457474
SW1417	UMI-77	10	3.473414
SW1463	UMI-77	10	3.569013
SW1710	UMI-77	10	3.367069
SW1783	UMI-77	10	1.965545
SW48	UMI-77	10	2.041941
SW626	UMI-77	10	2.59918
SW684	UMI-77	10	1.923655
SW837	UMI-77	10	3.117252
SW872	UMI-77	10	1.998327
SW948	UMI-77	10	5.53302
SW982	UMI-77	10	1.011153
T84	UMI-77	10	2.289072
TGBC1TKB	UMI-77	10	2.280933
TGBC11TKB	UMI-77	10	3.99319
TUR	UMI-77	10	4.165169
TYK-nu	UMI-77	10	2.939257
U-2-OS	UMI-77	10	4.479072
U-698-M	UMI-77	10	1.568231
UMC-11	UMI-77	10	3.775605
VM-CUB-1	UMI-77	10	1.428261
VMRC-RCZ	UMI-77	10	5.75776
WM-115	UMI-77	10	1.989155
WSU-NHL	UMI-77	10	2.587266
YAPC	UMI-77	10	2.58693
YH-13	UMI-77	10	1.648688
ZR-75-30	UMI-77	10	6.045559
RCC10RGB	UMI-77	10	6.279893
KURAMOCHI	UMI-77	10	6.282135
KM-H2	UMI-77	10	4.11594
HuO-3N1	UMI-77	10	5.509815
OE19	UMI-77	10	4.535416
Ramos-2G6-4C10	UMI-77	10	2.154583
PSN1	UMI-77	10	1.982452
OAW-42	UMI-77	10	4.236263
OE33	UMI-77	10	0.801986
CW-2	UMI-77	10	2.938145
CGTH-W-1	UMI-77	10	3.305407
COLO-320-HSR	UMI-77	10	1.262667
ATN-1	UMI-77	10	1.98473
CESS	UMI-77	10	2.493838
COLO-678	UMI-77	10	7.196412
COLO-684	UMI-77	10	1.968295
COLO-668	UMI-77	10	2.537731
LN-405	UMI-77	10	3.898376
TGBC24TKB	UMI-77	10	5.98715
BFTC-909	UMI-77	10	2.931189
C2BBe1	UMI-77	10	1.68941
AsPC-1	UMI-77	10	8.068851
CA46	UMI-77	10	2.621245
AU565	UMI-77	10	2.867766
BALL-1	UMI-77	10	2.130264
BL-41	UMI-77	10	1.540203
BV-173	UMI-77	10	1.627546
IA-LM	UMI-77	10	1.01904
TGW	UMI-77	10	1.219627
AN3-CA	UMI-77	10	4.782606
A204	UMI-77	10	4.34662
NY	UMI-77	10	2.179772
C3A	UMI-77	10	5.258781
CAL-85-1	UMI-77	10	1.957032
CHL-1	UMI-77	10	1.863702
NCI-H1651	UMI-77	10	1.743422
RPMI-7951	UMI-77	10	4.149666
SCC-4	UMI-77	10	2.60559
SNU-C1	UMI-77	10	5.266117
ST486	UMI-77	10	2.047044
SW1990	UMI-77	10	3.827951
UACC-812	UMI-77	10	2.518195
SCC-15	UMI-77	10	1.77424
CAPAN-2	UMI-77	10	2.873475
CAL-27	UMI-77	10	3.234488
BC-1	UMI-77	10	1.906877
A704	UMI-77	10	5.384576
A101D	UMI-77	10	2.448471
769-P	UMI-77	10	4.444287
23132-87	UMI-77	10	5.285172
BFTC-905	UMI-77	10	0.880021
CAL-51	UMI-77	10	1.394479
SCC-3	UMI-77	10	3.288667
GAK	UMI-77	10	1.610168
AM-38	UMI-77	10	1.959156
A4-Fuk	UMI-77	10	2.614688
A3-KAW	UMI-77	10	1.605644
DOK	UMI-77	10	3.87592
COR-L279	UMI-77	10	2.339789
CHP-134	UMI-77	10	1.978426
NEC8	UMI-77	10	1.676448
CAS-1	UMI-77	10	2.47355
ALL-PO	UMI-77	10	2.131242
OCI-AML2	UMI-77	10	1.798588
MFM-223	UMI-77	10	3.92782
CML-T1	UMI-77	10	2.164021
CAL-54	UMI-77	10	3.97658
EFO-21	UMI-77	10	6.35095
LS-1034	UMI-77	10	1.537111
22RV1	UMI-77	10	2.005472
8505C	UMI-77	10	1.810611
B-CPAP	UMI-77	10	2.823572
BPH-1	UMI-77	10	3.523436
CAL-148	UMI-77	10	2.078566
CAL-39	UMI-77	10	3.444294
CaR-1	UMI-77	10	1.799015
HDLM-2	UMI-77	10	2.205608
HO-1-N-1	UMI-77	10	1.127126
HTC-C3	UMI-77	10	1.571599
KGN	UMI-77	10	1.782064
KLE	UMI-77	10	2.124329
K5	UMI-77	10	4.016706
L-363	UMI-77	10	2.395295
MDA-MB-415	UMI-77	10	1.789827
NCI-H1975	UMI-77	10	3.434351
MKN7	UMI-77	10	5.466386
MDA-MB-157	UMI-77	10	3.785708
MKN45	UMI-77	10	4.48655
NCI-H810	UMI-77	10	1.853498
MFH-ino	UMI-77	10	2.045451
NOS-1	UMI-77	10	1.660966
PANC-03-27	UMI-77	10	2.674282
PANC-08-13	UMI-77	10	4.313436
PANC-10-05	UMI-77	10	2.074293
RL95-2	UMI-77	10	4.615954
RO82-W-1	UMI-77	10	2.907875
SiHa	UMI-77	10	3.729524
SKG-IIIa	UMI-77	10	2.349759
TT	UMI-77	10	6.937801
TE-9	UMI-77	10	1.997628
TE-6	UMI-77	10	1.985805
TC-YIK	UMI-77	10	0.998112
YT	UMI-77	10	1.653886
BT-474	UMI-77	10	6.261936
OAW-28	UMI-77	10	1.924577
LCLC-97TM1	UMI-77	10	2.259097
D-263MG	UMI-77	10	1.957118
D-392MG	UMI-77	10	1.10384
CAMA-1	UMI-77	10	1.868687
Caov-4	UMI-77	10	1.530834
BT-483	UMI-77	10	6.281076
M059J	UMI-77	10	1.815574
HAL-01	UMI-77	10	2.167854
ES8	UMI-77	10	2.749458
ES4	UMI-77	10	1.635162
ES6	UMI-77	10	2.512744
ES1	UMI-77	10	2.193709
EW-7	UMI-77	10	1.236262
EW-3	UMI-77	10	1.677408
EW-1	UMI-77	10	0.786506
EW-18	UMI-77	10	1.787778
EW-16	UMI-77	10	1.921285
EW-13	UMI-77	10	2.759247
EW-22	UMI-77	10	1.597009
EW-24	UMI-77	10	2.148592
NB10	UMI-77	10	1.881378
NB12	UMI-77	10	1.668529
NB7	UMI-77	10	2.406605
NB13	UMI-77	10	1.758478
NB14	UMI-77	10	1.618494
NB1	UMI-77	10	1.314853
RH-1	UMI-77	10	1.395964
Jurkat	UMI-77	10	2.417005
LS-180	UMI-77	10	4.355534
BICR22	UMI-77	10	1.552893
BICR78	UMI-77	10	1.99116
CCK-81	UMI-77	10	3.640196
CL-40	UMI-77	10	2.530004
EN	UMI-77	10	5.694068
ES-2	UMI-77	10	3.245809
FU-OV-1	UMI-77	10	2.775246
NCI-H2591	UMI-77	10	3.186338
NCI-H2595	UMI-77	10	6.226418
NCI-H2731	UMI-77	10	2.241249
NCI-H3118	UMI-77	10	2.499625
NCI-H513	UMI-77	10	4.663713
HARA	UMI-77	10	1.442855
HCC-15	UMI-77	10	3.769565
HCC-44	UMI-77	10	1.753048
HCC-827	UMI-77	10	3.477456
Hs-633T	UMI-77	10	1.681023
Hs-746T	UMI-77	10	2.274275
IGR-37	UMI-77	10	3.675097
IHH-4	UMI-77	10	2.648807
IM-95	UMI-77	10	3.425351
JHH-2	UMI-77	10	3.645239
JHH-4	UMI-77	10	4.700578
JHH-6	UMI-77	10	4.600379
JHH-7	UMI-77	10	5.78462
JHU-022	UMI-77	10	1.343428
KYM-1	UMI-77	10	1.491894
KYSE-220	UMI-77	10	1.754618
LN-18	UMI-77	10	1.180977
LN-229	UMI-77	10	3.950549
MDA-MB-436	UMI-77	10	3.138269
MDST8	UMI-77	10	3.652747
MFE-319	UMI-77	10	1.46954
MS751	UMI-77	10	3.56265
NB(TU)1-10	UMI-77	10	2.444835
NCI-H1869	UMI-77	10	1.347497
NCI-H1915	UMI-77	10	3.92647
NCI-H1944	UMI-77	10	4.536083
NCI-H196	UMI-77	10	3.651854
NCI-H2023	UMI-77	10	4.751987
NCI-H211	UMI-77	10	1.432233
NCI-H3122	UMI-77	10	1.819511
NCI-H841	UMI-77	10	1.999858
NCI-H847	UMI-77	10	2.709083
OSC-20	UMI-77	10	4.507989
OV-90	UMI-77	10	5.829348
OVISE	UMI-77	10	2.480066
OVKATE	UMI-77	10	3.032719
OVMIU	UMI-77	10	1.708069
PA-TU-8988T	UMI-77	10	1.930135
PC-3_[JPC-3]	UMI-77	10	2.423331
PL18	UMI-77	10	2.121404
RERF-GC-1B	UMI-77	10	2.180886
RH-41	UMI-77	10	2.319367
SISO	UMI-77	10	5.066535
SKN	UMI-77	10	1.915183
SNU-182	UMI-77	10	2.914698
SNU-398	UMI-77	10	1.078128
SU8686	UMI-77	10	6.051198
SUIT-2	UMI-77	10	2.975308
TC-71	UMI-77	10	1.480793
TOV-21G	UMI-77	10	3.572331
TT2609-C02	UMI-77	10	5.938526
WM278	UMI-77	10	4.54089
SUP-B15	UMI-77	10	0.992775
OCI-AML3	UMI-77	10	2.338991
ASH-3	UMI-77	10	3.038206
BICR10	UMI-77	10	2.715121
CAL-29	UMI-77	10	3.743102
CAL-78	UMI-77	10	4.504552
CL-11	UMI-77	10	3.411325
CS1	UMI-77	10	2.374541
DAN-G	UMI-77	10	2.149598
EFM-192A	UMI-77	10	2.25509
FU97	UMI-77	10	1.638237
G-292-Clone-A141B1	UMI-77	10	3.453325
NCI-H2369	UMI-77	10	4.601834
NCI-H2373	UMI-77	10	3.70208
NCI-H2461	UMI-77	10	6.346335
NCI-H2722	UMI-77	10	4.143147
NCI-H2795	UMI-77	10	2.085911
NCI-H2818	UMI-77	10	3.730778
HCC1428	UMI-77	10	5.278004
HCC-78	UMI-77	10	2.337412
HDQ-P1	UMI-77	10	2.873033
ALL-SIL	UMI-77	10	2.765297
AMO-1	UMI-77	10	0.008275
DND-41	UMI-77	10	1.51655
EJM	UMI-77	10	0.574858
HeLa	UMI-77	10	4.34485
HPAC	UMI-77	10	5.539715
Hs-766T	UMI-77	10	4.001225
huH-1	UMI-77	10	5.872485
JHH-1	UMI-77	10	2.035495
JIMT-1	UMI-77	10	2.500008
KMRC-1	UMI-77	10	3.737972
KMRC-20	UMI-77	10	4.273834
KP-1N	UMI-77	10	2.038199
KP-2	UMI-77	10	4.779139
KP-3	UMI-77	10	5.005873
KYSE-50	UMI-77	10	2.101106
LC-1-sq	UMI-77	10	5.647403
LOU-NH91	UMI-77	10	2.680286
NCI-H1435	UMI-77	10	3.744535
NCI-H1568	UMI-77	10	5.235866
NCI-H1688	UMI-77	10	3.853677
NCI-H1781	UMI-77	10	3.46708
NUGC-4	UMI-77	10	7.163661
OCUM-1	UMI-77	10	2.99091
OE21	UMI-77	10	4.313723
OVTOKO	UMI-77	10	5.505875
PANC-02-03	UMI-77	10	2.005018
PANC-04-03	UMI-77	10	2.806389
PA-TU-8902	UMI-77	10	2.389277
PCI-30	UMI-77	10	2.189008
PL4	UMI-77	10	3.247681
RERF-LC-KJ	UMI-77	10	3.334842
RERF-LC-Sq1	UMI-77	10	5.213349
RKN	UMI-77	10	2.538601
SAT	UMI-77	10	2.824658
SCC90	UMI-77	10	4.102171
SKN-3	UMI-77	10	3.018921
SW1271	UMI-77	10	2.525894
T-T	UMI-77	10	1.52972
TOV-112D	UMI-77	10	1.855163
VCaP	UMI-77	10	1.895036
WM1552C	UMI-77	10	2.430542
WM35	UMI-77	10	1.630271
WM793B	UMI-77	10	3.094722
GA-10	UMI-77	10	1.742559
GRANTA-519	UMI-77	10	1.986372
HCC1500	UMI-77	10	3.123214
CHSA8926	UMI-77	10	2.341634
COR-L32	UMI-77	10	0.981317
Hs-445	UMI-77	10	2.193433
HSC-39	UMI-77	10	0.741117
JJN-3	UMI-77	10	2.337134
JSC-1	UMI-77	10	1.913242
KARPAS-1106P	UMI-77	10	1.831776
KARPAS-231	UMI-77	10	1.600091
KARPAS-620	UMI-77	10	2.115514
KCL-22	UMI-77	10	2.866078
KOPN-8	UMI-77	10	1.838905
L-1236	UMI-77	10	1.997037
ME-1	UMI-77	10	2.808969
MOLM-13	UMI-77	10	2.662446
MOLP-8	UMI-77	10	1.919319
NCI-H1341	UMI-77	10	4.028068
NCI-H1876	UMI-77	10	1.280959
NCI-H2066	UMI-77	10	6.631219
OCI-M1	UMI-77	10	1.055579
P32-ISH	UMI-77	10	1.447889
PWR-1E	UMI-77	10	3.578543
RC-K8	UMI-77	10	2.012055
SLVL	UMI-77	10	1.583921
SU-DHL-10	UMI-77	10	2.704384
SU-DHL-5	UMI-77	10	1.690194
SU-DHL-6	UMI-77	10	1.748123
SU-DHL-8	UMI-77	10	2.087081
SUP-HD1	UMI-77	10	2.294294
SUP-M2	UMI-77	10	1.806247
TK	UMI-77	10	3.411495
VAL	UMI-77	10	1.801521
WIL2-NS	UMI-77	10	2.144309
WSU-DLCL2	UMI-77	10	2.464571
DOV13	UMI-77	10	2.078499
Hey	UMI-77	10	4.754524
OV-56	UMI-77	10	6.713483
OVCA420	UMI-77	10	5.240163
PEO1	UMI-77	10	3.438672
FLO-1	UMI-77	10	3.093574
OACp4C	UMI-77	10	2.711629
OACM5-1	UMI-77	10	6.059509
SK-GT-2	UMI-77	10	2.263327
SK-GT-4	UMI-77	10	2.478147
ESO26	UMI-77	10	4.177532
ESO51	UMI-77	10	2.81359
KYAE-1	UMI-77	10	3.444495
EMC-BAC-2	UMI-77	10	3.657365
TE-4	UMI-77	10	3.275983
RCC-JW	UMI-77	10	3.16871
MM1S	UMI-77	10	1.635952
SNU-175	UMI-77	10	3.708222
SNU-407	UMI-77	10	4.546368
SNU-61	UMI-77	10	5.139104
SNU-C5	UMI-77	10	3.231025
DiFi	UMI-77	10	5.213436
MC-CAR	WIKI4	10	1.479856
PFSK-1	WIKI4	10	3.30096
A673	WIKI4	10	3.178083
ES7	WIKI4	10	3.128522
EW-11	WIKI4	10	5.389411
SK-ES-1	WIKI4	10	3.142458
COLO-829	WIKI4	10	4.415374
5637	WIKI4	10	3.536451
RT4	WIKI4	10	4.034143
SW780	WIKI4	10	4.877704
TCCSUP	WIKI4	10	3.426102
C-33-A	WIKI4	10	3.759346
C-4-I	WIKI4	10	3.484946
ME-180	WIKI4	10	4.128712
42-MG-BA	WIKI4	10	3.687273
8-MG-BA	WIKI4	10	2.4252
A172	WIKI4	10	1.982599
GB-1	WIKI4	10	2.537044
T98G	WIKI4	10	4.379466
U-118-MG	WIKI4	10	3.682003
U-87-MG	WIKI4	10	4.85111
NCI-H720	WIKI4	10	4.248563
Calu-3	WIKI4	10	5.089317
COR-L23	WIKI4	10	3.400786
LK-2	WIKI4	10	5.434944
NCI-H1623	WIKI4	10	3.70455
NCI-H1648	WIKI4	10	3.344868
NCI-H1650	WIKI4	10	2.917232
NCI-H1693	WIKI4	10	2.829608
NCI-H1838	WIKI4	10	4.672061
NCI-H2085	WIKI4	10	3.696321
NCI-H2170	WIKI4	10	4.718025
NCI-H2228	WIKI4	10	3.039638
NCI-H2342	WIKI4	10	3.007563
NCI-H2347	WIKI4	10	3.729015
NCI-H2405	WIKI4	10	3.597071
NCI-H661	WIKI4	10	3.583774
COR-L311	WIKI4	10	3.276664
DMS-114	WIKI4	10	3.804103
DMS-273	WIKI4	10	2.445332
NCI-H1048	WIKI4	10	3.124212
NCI-H1092	WIKI4	10	3.711183
NCI-H1417	WIKI4	10	1.197981
NCI-H1694	WIKI4	10	3.579753
NCI-H1963	WIKI4	10	2.52168
NCI-H209	WIKI4	10	2.270746
NCI-H2141	WIKI4	10	4.332183
NCI-H446	WIKI4	10	2.931704
NCI-H526	WIKI4	10	4.172312
NCI-H64	WIKI4	10	4.507981
NCI-H69	WIKI4	10	4.11423
NCI-H82	WIKI4	10	3.069906
NCI-H2052	WIKI4	10	4.142163
SK-N-DZ	WIKI4	10	4.202639
SK-N-FI	WIKI4	10	5.077463
VA-ES-BJ	WIKI4	10	4.692451
VMRC-LCD	WIKI4	10	6.009477
SBC-5	WIKI4	10	2.535746
LU-135	WIKI4	10	3.260553
SK-N-SH	WIKI4	10	3.18561
